,Month,Hour,Day Type,Load [kWh]
3150,5,7,6,68.02000000000001
3151,5,8,6,110.67
3152,5,9,6,119.38
3153,5,10,6,125.31
3154,5,11,6,137.72
3155,5,12,6,145.96
3156,5,13,6,152.18
3157,5,14,6,146.19
3158,5,15,6,156.48000000000002
3159,5,16,6,163.56
3160,5,17,6,134.18
3161,5,18,6,104.11
3162,5,19,6,94.42
3163,5,20,6,97.79
3164,5,21,6,96.75999999999999
3165,5,22,6,16.85
3166,5,23,6,16.48
3167,5,24,6,13.5
3168,5,1,7,10.13
3169,5,2,7,10.02
3170,5,3,7,9.11
3171,5,4,7,9.04
3172,5,5,7,8.71
3173,5,6,7,105.72
3174,5,7,7,113.75
3175,5,8,7,123.65
3176,5,9,7,130.84
3177,5,10,7,140.42
3178,5,11,7,150.16
3179,5,12,7,143.92
3180,5,13,7,150.98000000000002
3181,5,14,7,150.69
3182,5,15,7,151.83
3183,5,16,7,153.13
3184,5,17,7,153.29
3185,5,18,7,12.040000000000001
3186,5,19,7,9.27
3187,5,20,7,9.03
3188,5,21,7,8.95
3189,5,22,7,8.27
3190,5,23,7,9.19
3191,5,24,7,9.8
3192,5,1,1,9.49
3193,5,2,1,9.66
3194,5,3,1,9.09
3195,5,4,1,9.66
3196,5,5,1,8.59
3197,5,6,1,11.59
3198,5,7,1,10.69
3199,5,8,1,13.99
3200,5,9,1,61.86
3201,5,10,1,49.71
3202,5,11,1,41.97
3203,5,12,1,13.64
3204,5,13,1,14.809999999999999
3205,5,14,1,55.16
3206,5,15,1,80.61999999999999
3207,5,16,1,95.99000000000001
3208,5,17,1,104.98
3209,5,18,1,78.95
3210,5,19,1,29.04
3211,5,20,1,10.28
3212,5,21,1,9.09
3213,5,22,1,9.58
3214,5,23,1,10.63
3215,5,24,1,9.6
3216,5,1,2,13.84
3217,5,2,2,13.65
3218,5,3,2,13.22
3219,5,4,2,13.26
3220,5,5,2,12.22
3221,5,6,2,101.56
3222,5,7,2,117.41
3223,5,8,2,168.32
3224,5,9,2,164.74
3225,5,10,2,176.12
3226,5,11,2,197.86
3227,5,12,2,207.93
3228,5,13,2,211.89000000000001
3229,5,14,2,215.06
3230,5,15,2,222.41000000000003
3231,5,16,2,239.85999999999999
3232,5,17,2,214.73000000000002
3233,5,18,2,158.05
3234,5,19,2,134.92000000000002
3235,5,20,2,135.1
3236,5,21,2,130.83
3237,5,22,2,19.59
3238,5,23,2,17.98
3239,5,24,2,13.24
3240,5,1,3,13.56
3241,5,2,3,12.31
3242,5,3,3,13.3
3243,5,4,3,12.86
3244,5,5,3,11.49
3245,5,6,3,111.38
3246,5,7,3,129.97
3247,5,8,3,185.38
3248,5,9,3,187.5
3249,5,10,3,198.45999999999998
3250,5,11,3,205.74
3251,5,12,3,205.28
3252,5,13,3,216.04
3253,5,14,3,213.85000000000002
3254,5,15,3,224.48
3255,5,16,3,231.59
3256,5,17,3,192.07
3257,5,18,3,138.42
3258,5,19,3,123.68
3259,5,20,3,120.88999999999999
3260,5,21,3,116.31
3261,5,22,3,14.34
3262,5,23,3,16.06
3263,5,24,3,13.07
3264,5,1,4,11.74
3265,5,2,4,10.97
3266,5,3,4,12.64
3267,5,4,4,13.71
3268,5,5,4,12.23
3269,5,6,4,104.53999999999999
3270,5,7,4,120.73
3271,5,8,4,163.39
3272,5,9,4,165.8
3273,5,10,4,175.71
3274,5,11,4,184.67000000000002
3275,5,12,4,198.3
3276,5,13,4,202.9
3277,5,14,4,212.85000000000002
3278,5,15,4,218.88
3279,5,16,4,225.76000000000002
3280,5,17,4,194.79000000000002
3281,5,18,4,145.69
3282,5,19,4,130.76
3283,5,20,4,129.91
3284,5,21,4,125.82
3285,5,22,4,15.58
3286,5,23,4,17.24
3287,5,24,4,12.84
3288,5,1,5,12.85
3289,5,2,5,12.77
3290,5,3,5,11.95
3291,5,4,5,13.12
3292,5,5,5,13.52
3293,5,6,5,86.27
3294,5,7,5,107.09
3295,5,8,5,156.66
3296,5,9,5,155.44
3297,5,10,5,172.98
3298,5,11,5,182.39000000000001
3299,5,12,5,187.04
3300,5,13,5,206.17000000000002
3301,5,14,5,204.67000000000002
3302,5,15,5,219.67
3303,5,16,5,227.4
3304,5,17,5,201.57
3305,5,18,5,149.87
3306,5,19,5,130.36
3307,5,20,5,128.89
3308,5,21,5,124.41
3309,5,22,5,19.44
3310,5,23,5,18.9
3311,5,24,5,13.81
3312,5,1,6,12.76
3313,5,2,6,11.34
3314,5,3,6,10.98
3315,5,4,6,12.27
3316,5,5,6,11.3
3317,5,6,6,119.36
3318,5,7,6,131.77
3319,5,8,6,166.64999999999998
3320,5,9,6,170.26
3321,5,10,6,188.65
3322,5,11,6,200.46
3323,5,12,6,211.9
3324,5,13,6,221.37
3325,5,14,6,225.48
3326,5,15,6,242.8
3327,5,16,6,251.35
3328,5,17,6,211.52
3329,5,18,6,157.10000000000002
3330,5,19,6,133.23000000000002
3331,5,20,6,136.26
3332,5,21,6,132.89
3333,5,22,6,14.41
3334,5,23,6,15.809999999999999
3335,5,24,6,12.66
3336,5,1,7,8.31
3337,5,2,7,9.94
3338,5,3,7,9.98
3339,5,4,7,9.16
3340,5,5,7,9.57
3341,5,6,7,135.41
3342,5,7,7,140.15
3343,5,8,7,149.27
3344,5,9,7,155.01
3345,5,10,7,147.98
3346,5,11,7,153.71
3347,5,12,7,155.57
3348,5,13,7,161.54000000000002
3349,5,14,7,168.94
3350,5,15,7,176.37
3351,5,16,7,180.44
3352,5,17,7,163.5
3353,5,18,7,115.8
3354,5,19,7,120.56
3355,5,20,7,10.22
3356,5,21,7,9.21
3357,5,22,7,10.19
3358,5,23,7,10.44
3359,5,24,7,11.12
3360,5,1,1,11.22
3361,5,2,1,11.6
3362,5,3,1,11.6
3363,5,4,1,11.6
3364,5,5,1,11.6
3365,5,6,1,14.69
3366,5,7,1,95.72
3367,5,8,1,132.8
3368,5,9,1,123.7
3369,5,10,1,146.85999999999999
3370,5,11,1,124.35
3371,5,12,1,54.53
3372,5,13,1,55.13
3373,5,14,1,28.9
3374,5,15,1,113.60000000000001
3375,5,16,1,68.3
3376,5,17,1,111.08
3377,5,18,1,127.97
3378,5,19,1,59.11
3379,5,20,1,8.84
3380,5,21,1,8.31
3381,5,22,1,9.48
3382,5,23,1,10.46
3383,5,24,1,10.41
3384,5,1,2,12.83
3385,5,2,2,11.25
3386,5,3,2,10.26
3387,5,4,2,10.79
3388,5,5,2,10.53
3389,5,6,2,158.20999999999998
3390,5,7,2,168.17
3391,5,8,2,231.02
3392,5,9,2,239.16
3393,5,10,2,239.23999999999998
3394,5,11,2,255.65
3395,5,12,2,252.82999999999998
3396,5,13,2,250.78000000000003
3397,5,14,2,251.9
3398,5,15,2,239.52
3399,5,16,2,229.17000000000002
3400,5,17,2,199.31
3401,5,18,2,144.51
3402,5,19,2,135.62
3403,5,20,2,134.49
3404,5,21,2,130.82
3405,5,22,2,15.159999999999998
3406,5,23,2,15.42
3407,5,24,2,11.25
3408,5,1,3,10.54
3409,5,2,3,11.66
3410,5,3,3,11.01
3411,5,4,3,10.66
3412,5,5,3,11.5
3413,5,6,3,119.88
3414,5,7,3,127.92
3415,5,8,3,184.06
3416,5,9,3,196.38
3417,5,10,3,208.63
3418,5,11,3,228.0
3419,5,12,3,230.8
3420,5,13,3,239.38
3421,5,14,3,231.96
3422,5,15,3,236.94
3423,5,16,3,241.34
3424,5,17,3,207.19
3425,5,18,3,154.49
3426,5,19,3,130.19
3427,5,20,3,128.74
3428,5,21,3,126.11000000000001
3429,5,22,3,18.939999999999998
3430,5,23,3,19.119999999999997
3431,5,24,3,15.46
3432,5,1,4,15.46
3433,5,2,4,15.33
3434,5,3,4,14.44
3435,5,4,4,14.71
3436,5,5,4,14.74
3437,5,6,4,128.24
3438,5,7,4,147.91
3439,5,8,4,214.60999999999999
3440,5,9,4,234.85
3441,5,10,4,241.21
3442,5,11,4,248.0
3443,5,12,4,244.14
3444,5,13,4,255.01
3445,5,14,4,245.51999999999998
3446,5,15,4,238.85000000000002
3447,5,16,4,240.63
3448,5,17,4,216.64
3449,5,18,4,162.86
3450,5,19,4,152.86
3451,5,20,4,153.10999999999999
3452,5,21,4,149.6
3453,5,22,4,16.48
3454,5,23,4,17.88
3455,5,24,4,12.34
3456,5,1,5,12.33
3457,5,2,5,12.94
3458,5,3,5,12.86
3459,5,4,5,11.89
3460,5,5,5,11.6
3461,5,6,5,151.14
3462,5,7,5,145.7
3463,5,8,5,183.28
3464,5,9,5,188.43
3465,5,10,5,186.59
3466,5,11,5,196.76000000000002
3467,5,12,5,216.6
3468,5,13,5,228.64
3469,5,14,5,214.85000000000002
3470,5,15,5,213.09
3471,5,16,5,225.97000000000003
3472,5,17,5,192.18
3473,5,18,5,147.54
3474,5,19,5,142.97
3475,5,20,5,151.54999999999998
3476,5,21,5,156.88
3477,5,22,5,16.9
3478,5,23,5,16.599999999999998
3479,5,24,5,11.7
3480,5,1,6,12.55
3481,5,2,6,11.87
3482,5,3,6,11.74
3483,5,4,6,11.76
3484,5,5,6,13.08
3485,5,6,6,154.29999999999998
3486,5,7,6,165.06
3487,5,8,6,209.14
3488,5,9,6,212.6
3489,5,10,6,224.12
3490,5,11,6,241.42
3491,5,12,6,247.97000000000003
3492,5,13,6,260.9
3493,5,14,6,235.55
3494,5,15,6,249.26000000000002
3495,5,16,6,263.86
3496,5,17,6,232.68
3497,5,18,6,186.20999999999998
3498,5,19,6,163.37
3499,5,20,6,161.98
3500,5,21,6,161.05
3501,5,22,6,15.95
3502,5,23,6,16.08
3503,5,24,6,12.19
3504,5,1,7,9.55
3505,5,2,7,8.47
3506,5,3,7,9.33
3507,5,4,7,8.22
3508,5,5,7,9.08
3509,5,6,7,150.44
3510,5,7,7,150.73
3511,5,8,7,165.70000000000002
3512,5,9,7,177.85
3513,5,10,7,176.29
3514,5,11,7,176.36
3515,5,12,7,163.97000000000003
3516,5,13,7,163.08
3517,5,14,7,169.32999999999998
3518,5,15,7,174.88
3519,5,16,7,181.34
3520,5,17,7,157.58
3521,5,18,7,117.59
3522,5,19,7,82.62
3523,5,20,7,22.33
3524,5,21,7,9.46
3525,5,22,7,9.57
3526,5,23,7,9.13
3527,5,24,7,8.87
3528,5,1,1,9.46
3529,5,2,1,9.68
3530,5,3,1,9.95
3531,5,4,1,9.9
3532,5,5,1,8.69
3533,5,6,1,10.74
3534,5,7,1,11.17
3535,5,8,1,57.54
3536,5,9,1,65.12
3537,5,10,1,108.25999999999999
3538,5,11,1,94.27
3539,5,12,1,84.86
3540,5,13,1,100.06
3541,5,14,1,124.73
3542,5,15,1,134.66
3543,5,16,1,130.57
3544,5,17,1,129.93
3545,5,18,1,122.81
3546,5,19,1,78.49
3547,5,20,1,9.52
3548,5,21,1,35.980000000000004
3549,5,22,1,9.25
3550,5,23,1,10.35
3551,5,24,1,10.03
3552,5,1,8,9.73
3553,5,2,8,10.56
3554,5,3,8,9.27
3555,5,4,8,9.92
3556,5,5,8,9.45
3557,5,6,8,10.7
3558,5,7,8,10.58
3559,5,8,8,11.88
3560,5,9,8,38.87
3561,5,10,8,11.05
3562,5,11,8,10.81
3563,5,12,8,10.049999999999999
3564,5,13,8,12.43
3565,5,14,8,76.85000000000001
3566,5,15,8,85.79
3567,5,16,8,69.11
3568,5,17,8,43.21
3569,5,18,8,11.33
3570,5,19,8,42.57
3571,5,20,8,11.6
3572,5,21,8,10.54
3573,5,22,8,9.49
3574,5,23,8,9.76
3575,5,24,8,8.85
3576,5,1,3,10.65
3577,5,2,3,11.43
3578,5,3,3,11.32
3579,5,4,3,11.04
3580,5,5,3,13.14
3581,5,6,3,165.15
3582,5,7,3,164.72
3583,5,8,3,247.57
3584,5,9,3,245.06
3585,5,10,3,248.39999999999998
3586,5,11,3,254.85
3587,5,12,3,253.24
3588,5,13,3,255.39000000000001
3589,5,14,3,248.22000000000003
3590,5,15,3,257.66
3591,5,16,3,256.67
3592,5,17,3,210.01999999999998
3593,5,18,3,150.45000000000002
3594,5,19,3,138.15
3595,5,20,3,135.53
3596,5,21,3,132.58
3597,5,22,3,13.950000000000001
3598,5,23,3,13.780000000000001
3599,5,24,3,10.11
3600,5,1,4,11.84
3601,5,2,4,13.01
3602,5,3,4,13.39
3603,5,4,4,13.36
3604,5,5,4,12.7
3605,5,6,4,129.44
3606,5,7,4,141.8
3607,5,8,4,203.51
3608,5,9,4,208.51
3609,5,10,4,213.61
3610,5,11,4,217.25
3611,5,12,4,220.62
3612,5,13,4,240.81
3613,5,14,4,238.42000000000002
3614,5,15,4,249.06
3615,5,16,4,259.15
3616,5,17,4,226.76999999999998
3617,5,18,4,166.64000000000001
3618,5,19,4,140.81
3619,5,20,4,137.51
3620,5,21,4,134.6
3621,5,22,4,19.63
3622,5,23,4,18.23
3623,5,24,4,12.92
3624,6,1,5,11.61
3625,6,2,5,13.08
3626,6,3,5,12.52
3627,6,4,5,11.14
3628,6,5,5,11.91
3629,6,6,5,120.9
3630,6,7,5,132.05
3631,6,8,5,186.74
3632,6,9,5,199.60000000000002
3633,6,10,5,209.92000000000002
3634,6,11,5,225.36
3635,6,12,5,233.67000000000002
3636,6,13,5,242.69
3637,6,14,5,246.0
3638,6,15,5,252.58999999999997
3639,6,16,5,258.96999999999997
3640,6,17,5,216.51999999999998
3641,6,18,5,150.81
3642,6,19,5,130.4
3643,6,20,5,130.56
3644,6,21,5,127.08000000000001
3645,6,22,5,18.09
3646,6,23,5,18.24
3647,6,24,5,14.2
3648,6,1,6,15.08
3649,6,2,6,14.26
3650,6,3,6,12.66
3651,6,4,6,12.69
3652,6,5,6,12.94
3653,6,6,6,118.31
3654,6,7,6,133.39
3655,6,8,6,205.35
3656,6,9,6,212.3
3657,6,10,6,224.16
3658,6,11,6,240.45
3659,6,12,6,246.39
3660,6,13,6,258.26
3661,6,14,6,257.26
3662,6,15,6,260.56
3663,6,16,6,265.4
3664,6,17,6,237.35
3665,6,18,6,181.57
3666,6,19,6,162.35
3667,6,20,6,161.83
3668,6,21,6,156.14000000000001
3669,6,22,6,15.52
3670,6,23,6,14.0
3671,6,24,6,11.57
3672,6,1,7,8.26
3673,6,2,7,8.93
3674,6,3,7,9.6
3675,6,4,7,8.66
3676,6,5,7,9.69
3677,6,6,7,143.57
3678,6,7,7,152.97
3679,6,8,7,171.23000000000002
3680,6,9,7,173.46
3681,6,10,7,168.6
3682,6,11,7,170.48
3683,6,12,7,156.37
3684,6,13,7,160.01
3685,6,14,7,163.04000000000002
3686,6,15,7,168.24
3687,6,16,7,171.16
3688,6,17,7,139.41
3689,6,18,7,95.94
3690,6,19,7,38.2
3691,6,20,7,22.86
3692,6,21,7,9.01
3693,6,22,7,9.43
3694,6,23,7,9.93
3695,6,24,7,9.86
3696,6,1,1,9.28
3697,6,2,1,9.33
3698,6,3,1,9.75
3699,6,4,1,9.27
3700,6,5,1,8.82
3701,6,6,1,10.55
3702,6,7,1,51.71
3703,6,8,1,73.1
3704,6,9,1,93.25999999999999
3705,6,10,1,84.43
3706,6,11,1,77.46000000000001
3707,6,12,1,86.96
3708,6,13,1,50.620000000000005
3709,6,14,1,52.0
3710,6,15,1,98.28
3711,6,16,1,102.28
3712,6,17,1,74.14999999999999
3713,6,18,1,97.53
3714,6,19,1,58.39
3715,6,20,1,11.6
3716,6,21,1,11.27
3717,6,22,1,11.6
3718,6,23,1,11.6
3719,6,24,1,11.12
3720,6,1,2,15.46
3721,6,2,2,15.44
3722,6,3,2,15.46
3723,6,4,2,15.46
3724,6,5,2,15.46
3725,6,6,2,127.52
3726,6,7,2,136.35
3727,6,8,2,199.8
3728,6,9,2,206.22000000000003
3729,6,10,2,214.49
3730,6,11,2,224.65
3731,6,12,2,244.76999999999998
3732,6,13,2,252.23000000000002
3733,6,14,2,248.85
3734,6,15,2,255.91000000000003
3735,6,16,2,270.27
3736,6,17,2,240.16
3737,6,18,2,180.26
3738,6,19,2,152.49
3739,6,20,2,148.77
3740,6,21,2,145.81
3741,6,22,2,17.680000000000003
3742,6,23,2,17.68
3743,6,24,2,12.6
3744,6,1,3,11.4
3745,6,2,3,13.1
3746,6,3,3,12.39
3747,6,4,3,13.23
3748,6,5,3,11.89
3749,6,6,3,139.96
3750,6,7,3,148.61
3751,6,8,3,215.11
3752,6,9,3,239.5
3753,6,10,3,248.93
3754,6,11,3,243.99
3755,6,12,3,241.64
3756,6,13,3,225.51
3757,6,14,3,210.34
3758,6,15,3,212.72
3759,6,16,3,225.23
3760,6,17,3,192.45999999999998
3761,6,18,3,145.36
3762,6,19,3,132.66
3763,6,20,3,130.51
3764,6,21,3,129.24
3765,6,22,3,14.319999999999999
3766,6,23,3,14.32
3767,6,24,3,12.96
3768,6,1,4,12.66
3769,6,2,4,11.54
3770,6,3,4,12.77
3771,6,4,4,11.69
3772,6,5,4,11.45
3773,6,6,4,121.32
3774,6,7,4,132.24
3775,6,8,4,200.45999999999998
3776,6,9,4,202.5
3777,6,10,4,217.75
3778,6,11,4,223.61999999999998
3779,6,12,4,232.26
3780,6,13,4,245.85000000000002
3781,6,14,4,247.33999999999997
3782,6,15,4,248.59
3783,6,16,4,257.03
3784,6,17,4,220.66
3785,6,18,4,156.31
3786,6,19,4,135.27
3787,6,20,4,135.18
3788,6,21,4,131.94
3789,6,22,4,18.1
3790,6,23,4,16.54
3791,6,24,4,14.37
3792,6,1,5,14.86
3793,6,2,5,14.34
3794,6,3,5,15.41
3795,6,4,5,13.94
3796,6,5,5,12.14
3797,6,6,5,121.03
3798,6,7,5,133.04
3799,6,8,5,207.56
3800,6,9,5,202.32
3801,6,10,5,208.95999999999998
3802,6,11,5,218.78
3803,6,12,5,219.45
3804,6,13,5,240.06
3805,6,14,5,244.28
3806,6,15,5,251.43
3807,6,16,5,266.99
3808,6,17,5,238.82
3809,6,18,5,180.56
3810,6,19,5,153.73
3811,6,20,5,148.0
3812,6,21,5,141.84
3813,6,22,5,15.709999999999999
3814,6,23,5,16.57
3815,6,24,5,12.8
3816,6,1,6,12.17
3817,6,2,6,12.29
3818,6,3,6,11.43
3819,6,4,6,12.56
3820,6,5,6,13.05
3821,6,6,6,146.72
3822,6,7,6,157.72
3823,6,8,6,212.88
3824,6,9,6,217.51
3825,6,10,6,230.54
3826,6,11,6,254.70999999999998
3827,6,12,6,269.73
3828,6,13,6,280.94
3829,6,14,6,272.81
3830,6,15,6,260.8
3831,6,16,6,262.59
3832,6,17,6,232.13
3833,6,18,6,170.39
3834,6,19,6,161.25
3835,6,20,6,156.4
3836,6,21,6,150.7
3837,6,22,6,15.98
3838,6,23,6,16.57
3839,6,24,6,12.13
3840,6,1,7,9.06
3841,6,2,7,8.13
3842,6,3,7,7.92
3843,6,4,7,7.99
3844,6,5,7,9.34
3845,6,6,7,129.99
3846,6,7,7,135.13
3847,6,8,7,150.55
3848,6,9,7,172.16
3849,6,10,7,170.95
3850,6,11,7,169.03
3851,6,12,7,157.36
3852,6,13,7,157.89000000000001
3853,6,14,7,164.49
3854,6,15,7,167.35999999999999
3855,6,16,7,169.06
3856,6,17,7,153.48
3857,6,18,7,101.26
3858,6,19,7,44.68
3859,6,20,7,10.39
3860,6,21,7,9.55
3861,6,22,7,9.6
3862,6,23,7,9.09
3863,6,24,7,10.26
3864,6,1,1,10.07
3865,6,2,1,8.86
3866,6,3,1,9.52
3867,6,4,1,9.19
3868,6,5,1,8.14
3869,6,6,1,11.350000000000001
3870,6,7,1,68.45
3871,6,8,1,84.47
3872,6,9,1,98.97999999999999
3873,6,10,1,137.64
3874,6,11,1,79.86
3875,6,12,1,31.83
3876,6,13,1,33.459999999999994
3877,6,14,1,12.69
3878,6,15,1,46.49
3879,6,16,1,49.9
3880,6,17,1,159.45
3881,6,18,1,99.08
3882,6,19,1,90.88
3883,6,20,1,11.6
3884,6,21,1,11.6
3885,6,22,1,10.73
3886,6,23,1,11.1
3887,6,24,1,11.1
3888,6,1,2,13.29
3889,6,2,2,12.65
3890,6,3,2,12.59
3891,6,4,2,12.52
3892,6,5,2,12.65
3893,6,6,2,148.25
3894,6,7,2,156.15
3895,6,8,2,243.10000000000002
3896,6,9,2,245.25
3897,6,10,2,259.34000000000003
3898,6,11,2,267.05
3899,6,12,2,271.09
3900,6,13,2,283.81
3901,6,14,2,278.73
3902,6,15,2,285.14
3903,6,16,2,284.03
3904,6,17,2,241.98000000000002
3905,6,18,2,184.69
3906,6,19,2,157.07
3907,6,20,2,153.45
3908,6,21,2,148.37
3909,6,22,2,17.69
3910,6,23,2,16.29
3911,6,24,2,11.27
3912,6,1,3,12.17
3913,6,2,3,11.3
3914,6,3,3,10.88
3915,6,4,3,11.08
3916,6,5,3,11.0
3917,6,6,3,149.95999999999998
3918,6,7,3,180.71
3919,6,8,3,271.99
3920,6,9,3,276.36
3921,6,10,3,275.14
3922,6,11,3,278.53000000000003
3923,6,12,3,275.28
3924,6,13,3,294.63
3925,6,14,3,283.61
3926,6,15,3,284.89
3927,6,16,3,283.87
3928,6,17,3,238.73000000000002
3929,6,18,3,179.45
3930,6,19,3,161.66
3931,6,20,3,159.18
3932,6,21,3,158.05
3933,6,22,3,18.23
3934,6,23,3,19.49
3935,6,24,3,14.82
3936,6,1,4,15.46
3937,6,2,4,14.15
3938,6,3,4,13.4
3939,6,4,4,14.48
3940,6,5,4,13.08
3941,6,6,4,152.19
3942,6,7,4,176.27
3943,6,8,4,256.94
3944,6,9,4,262.58000000000004
3945,6,10,4,272.29
3946,6,11,4,278.89
3947,6,12,4,278.14
3948,6,13,4,293.47
3949,6,14,4,279.84999999999997
3950,6,15,4,273.62
3951,6,16,4,269.41
3952,6,17,4,235.92000000000002
3953,6,18,4,183.13
3954,6,19,4,170.60000000000002
3955,6,20,4,169.37
3956,6,21,4,161.22
3957,6,22,4,17.37
3958,6,23,4,17.69
3959,6,24,4,13.0
3960,6,1,5,13.67
3961,6,2,5,13.03
3962,6,3,5,13.33
3963,6,4,5,11.81
3964,6,5,5,12.14
3965,6,6,5,161.94
3966,6,7,5,162.60999999999999
3967,6,8,5,229.21
3968,6,9,5,221.76
3969,6,10,5,219.32
3970,6,11,5,228.8
3971,6,12,5,235.73999999999998
3972,6,13,5,257.94
3973,6,14,5,254.11
3974,6,15,5,270.18
3975,6,16,5,262.08
3976,6,17,5,232.76000000000002
3977,6,18,5,173.41
3978,6,19,5,157.17
3979,6,20,5,154.98
3980,6,21,5,151.65
3981,6,22,5,17.2
3982,6,23,5,15.27
3983,6,24,5,10.87
3984,6,1,6,12.01
3985,6,2,6,12.0
3986,6,3,6,11.13
3987,6,4,6,10.73
3988,6,5,6,11.18
3989,6,6,6,156.37
3990,6,7,6,167.25
3991,6,8,6,244.19
3992,6,9,6,243.61
3993,6,10,6,262.29
3994,6,11,6,279.56
3995,6,12,6,280.99
3996,6,13,6,285.15
3997,6,14,6,267.35
3998,6,15,6,275.76
3999,6,16,6,288.96
4000,6,17,6,242.11
4001,6,18,6,182.98
4002,6,19,6,172.03
4003,6,20,6,174.17000000000002
4004,6,21,6,168.03000000000003
4005,6,22,6,16.48
4006,6,23,6,18.04
4007,6,24,6,15.05
4008,6,1,7,10.66
4009,6,2,7,11.05
4010,6,3,7,11.28
4011,6,4,7,11.47
4012,6,5,7,11.6
4013,6,6,7,137.28
4014,6,7,7,144.1
4015,6,8,7,161.29999999999998
4016,6,9,7,174.19
4017,6,10,7,171.65
4018,6,11,7,178.31
4019,6,12,7,172.82999999999998
4020,6,13,7,170.07
4021,6,14,7,168.03
4022,6,15,7,169.89000000000001
4023,6,16,7,170.62
4024,6,17,7,146.0
4025,6,18,7,98.75999999999999
4026,6,19,7,41.93
4027,6,20,7,10.69
4028,6,21,7,9.62
4029,6,22,7,9.32
4030,6,23,7,9.95
4031,6,24,7,9.82
4032,6,1,1,9.1
4033,6,2,1,8.75
4034,6,3,1,8.63
4035,6,4,1,7.81
4036,6,5,1,7.72
4037,6,6,1,10.1
4038,6,7,1,12.25
4039,6,8,1,75.55
4040,6,9,1,87.89999999999999
4041,6,10,1,89.83
4042,6,11,1,101.87
4043,6,12,1,105.84
4044,6,13,1,70.17999999999999
4045,6,14,1,104.55
4046,6,15,1,131.01
4047,6,16,1,106.56
4048,6,17,1,123.94
4049,6,18,1,131.54
4050,6,19,1,74.77
4051,6,20,1,35.65
4052,6,21,1,7.95
4053,6,22,1,8.54
4054,6,23,1,10.04
4055,6,24,1,8.68
4056,6,1,2,10.76
4057,6,2,2,10.74
4058,6,3,2,10.52
4059,6,4,2,12.69
4060,6,5,2,72.0
4061,6,6,2,178.44
4062,6,7,2,206.48
4063,6,8,2,292.8
4064,6,9,2,285.19
4065,6,10,2,290.29
4066,6,11,2,304.41
4067,6,12,2,302.53
4068,6,13,2,325.7
4069,6,14,2,333.27
4070,6,15,2,334.67
4071,6,16,2,329.51
4072,6,17,2,276.72
4073,6,18,2,222.23000000000002
4074,6,19,2,197.41
4075,6,20,2,207.59
4076,6,21,2,211.7
4077,6,22,2,13.92
4078,6,23,2,14.139999999999999
4079,6,24,2,10.25
4080,6,1,3,10.71
4081,6,2,3,11.77
4082,6,3,3,13.24
4083,6,4,3,11.63
4084,6,5,3,81.61
4085,6,6,3,212.7
4086,6,7,3,237.39999999999998
4087,6,8,3,303.09
4088,6,9,3,283.46
4089,6,10,3,288.5
4090,6,11,3,325.35
4091,6,12,3,326.34000000000003
4092,6,13,3,347.07
4093,6,14,3,332.15000000000003
4094,6,15,3,315.97
4095,6,16,3,314.88
4096,6,17,3,291.03
4097,6,18,3,233.03
4098,6,19,3,219.24
4099,6,20,3,211.02999999999997
4100,6,21,3,206.66
4101,6,22,3,18.959999999999997
4102,6,23,3,19.06
4103,6,24,3,15.46
4104,6,1,4,15.46
4105,6,2,4,14.29
4106,6,3,4,14.91
4107,6,4,4,15.23
4108,6,5,4,51.29
4109,6,6,4,213.54
4110,6,7,4,230.32999999999998
4111,6,8,4,303.8
4112,6,9,4,307.4
4113,6,10,4,313.11
4114,6,11,4,324.34000000000003
4115,6,12,4,328.13
4116,6,13,4,341.9
4117,6,14,4,335.09
4118,6,15,4,335.2
4119,6,16,4,336.73
4120,6,17,4,289.52
4121,6,18,4,221.28
4122,6,19,4,205.0
4123,6,20,4,203.6
4124,6,21,4,200.17000000000002
4125,6,22,4,17.07
4126,6,23,4,16.07
4127,6,24,4,12.74
4128,6,1,5,12.68
4129,6,2,5,11.61
4130,6,3,5,12.2
4131,6,4,5,11.73
4132,6,5,5,76.97
4133,6,6,5,205.26999999999998
4134,6,7,5,218.35999999999999
4135,6,8,5,282.7
4136,6,9,5,275.84000000000003
4137,6,10,5,283.90999999999997
4138,6,11,5,294.84
4139,6,12,5,302.45
4140,6,13,5,311.73
4141,6,14,5,309.99
4142,6,15,5,302.29
4143,6,16,5,280.99
4144,6,17,5,246.67000000000002
4145,6,18,5,200.37
4146,6,19,5,191.58
4147,6,20,5,198.62
4148,6,21,5,202.19
4149,6,22,5,18.24
4150,6,23,5,18.37
4151,6,24,5,14.58
4152,6,1,6,14.01
4153,6,2,6,14.42
4154,6,3,6,14.83
4155,6,4,6,14.05
4156,6,5,6,46.36
4157,6,6,6,196.04
4158,6,7,6,214.06
4159,6,8,6,291.39
4160,6,9,6,282.08
4161,6,10,6,275.17
4162,6,11,6,276.16
4163,6,12,6,296.63
4164,6,13,6,304.46
4165,6,14,6,296.59
4166,6,15,6,281.14
4167,6,16,6,283.15
4168,6,17,6,267.15999999999997
4169,6,18,6,213.05
4170,6,19,6,202.03
4171,6,20,6,201.25
4172,6,21,6,198.83
4173,6,22,6,13.72
4174,6,23,6,15.51
4175,6,24,6,11.52
4176,6,1,7,8.31
4177,6,2,7,9.26
4178,6,3,7,9.05
4179,6,4,7,9.45
4180,6,5,7,8.76
4181,6,6,7,201.82
